site_id,pec_id,site_name,owner_applicant,street_address,parcel_id,acres,building_sq_ft,mw_reported,construction_type,build_status,notes,source_link,tax_map_link,date_updated,latitude,longitude,county_fips,county_name,inside_target_county,inside_buffer_zone,source_org,source_url,retrieved_at
453,PEC-LDN-0098A,NTT Global Data Centers Building 7,NTT GLOBAL DATA CENTERS VA LLC,44245 GIGABIT PLZ,088407447000,0.0,270856,,Expansion,Existing,,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/D44DB647-CD20-4FAD-8BEF-A0CDEBD6372B?tab=attachments,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088407447000&jur=107&taxyr=2024&LMparent=20,2025-08-11,39.01596572996485,-77.47207657027037,51107,Loudoun,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
236,PEC-PWM-0005,DC 11 DE LLC (Amazon),DC 11 DE LLC (Amazon),15395 JOHN MARSHALL HWY,7298-51-5907,28.27,"236,082",,Complete,Existing,,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=211089&mtab=property&p=211089,2025-07-15,38.81517405000005,-77.64867968999994,51153,Prince William,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
405,PEC-LDN-0118B,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,PROLOGIS-EXCHANGE 43461 OLD OX ROAD LLC,23965 CARTERS SCHOOL RD,124105978000,39.89,2023449,,Expansion,Proposed,,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/f6c352b4-2c45-42eb-8aa1-1f4aa98da3b9?tab=attachments,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=124105978000&jur=107&taxyr=2025,2025-08-06,38.953209299713635,-77.49552282017147,51107,Loudoun,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
259,PEC-PWM-0028,SI NVA02 LLC,STACK INFRASTRUCTURE,9750 HORNBAKER RD,7595-85-6929,12.58,"241,249",,Complete,Existing,,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=263807&mtab=property&p=263807,2025-07-15,38.743155360000046,-77.53341318999998,51153,Prince William,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
382,PEC-PWM-0084,Stoneview,8625 WELLINGTON ROAD LLC,8625 Wellington Rd,7696-23-5325,12.37,149558,,New,Proposed,,https://egcss.pwcgov.org/SelfService#/plan/3f012be5-4a81-4341-8710-e239efdb3b1e,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=023779,2025-07-11,38.76551013000128,-77.51943341014123,51153,Prince William,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
267,PEC-PWM-0036,COPT DC 19 LLC,COPT DC 19 LLC,8170 BETHLEHEM RD,7596-58-8732,62.13,"719,742",,Complete,Existing,,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=091439&mtab=property&p=091439,2024-04-10,38.779420750000035,-77.54248132,51153,Prince William,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
113,PEC-LDN-0044,113 EXECUTIVE DR Prologis,Prologis,113 EXECUTIVE DR,045269479000,9.4,"750,000",,Redevelopment,Proposed,"Flex, Industrial",https://www.datacenterdynamics.com/en/news/prologis-seeks-rezoning-of-land-sterling-virginia-possibly-for-data-centers/,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?mode=commercial&UseSearch=no&pin=045269479000&jur=107&taxyr=2024&card=2&item=0&State=1|1|1|1|1&items=4,2024-04-10,38.990667720000026,-77.44434516999996,51107,Loudoun,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
422,PEC-LDN-0159,GLENN DRIVE NORTH & SOUTH,Prologis,"22815 GLENN DR 101 , STERLING, VA, 20164",33179880000,42.3,1668261,,Redevelopment,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/0c62c1ce-2e62-4e22-9dd0-a540956ff321?tab=locations,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=033292608000&jur=107&taxyr=2025,2025-08-07,38.98827417002913,-77.41630704998458,51107,Loudoun,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
313,PEC-PWM-0080,Potomac Technology Park,Plaza Realty Management Inc,14854 DUMFRIES RD,7991-04-7237,51.67,"1,160,000",,New,Proposed,square footage includes all impervious surface,https://egcss.pwcgov.org/SelfService/PWCePortal#/plan/a6ee77bc-ded4-40cd-ab62-1a962feb18a1?tab=attachments,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=264531&mtab=property&p=264531,2024-04-10,38.630246840000034,-77.42246892999998,51153,Prince William,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
276,PEC-PWM-0045,Amazon Data Center,AMAZON DATA SERVICES INC,7300 CENTURY PARK DR,7597-54-9420.01,10.56,0,,New,Proposed,,https://www.datacenterdynamics.com/en/news/amazon-acquires-140-acres-of-land-in-manassas-virginia/,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265829,2024-04-10,38.79560031000004,-77.54213416999994,51153,Prince William,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
21,PEC-FAX-0006,COPT STONECROFT,COPT STONECROFT LLC,4850 STONECROFT BLVD,0432 02 0039C,64.12,"320,330",,Complete,Existing,square footage may be underrepresented,,https://icare.fairfaxcounty.gov/ffxcare/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=0432%2002%20%200039C&jur=129&taxyr=2025&LMparent=138,2024-04-10,38.876262360000055,-77.46177615999994,51059,Fairfax,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
27,PEC-FAX-0011,Equinix DC 97,LDI PROPCO 2 LLC,460 SPRINGPARK PL,0162 54 0002,2.99,"63,912",,Complete,Existing,,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0162%2054%20%200002&jur=129&taxyr=2025,2024-04-10,38.961670520000034,-77.37743128999995,51059,Fairfax,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
127,PEC-LDN-0057,IAD114,BEAUMEADE LC PHASE III LLC,20945 LOUDOUN COUNTY PKWY,059309091000,10.7,"147,600",,Complete,Existing,"Shown as ""Storage Warehouse""",,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=059309091000&jur=107&taxyr=2024&LMparent=20,2024-04-10,39.03563056000007,-77.45093716999997,51107,Loudoun,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
468,PEC-FAX-0028,Plaza 500,Starwood Capital Group/Plaza 500 LLC,"6295 Edsall Rd. Alexandria, VA 22312",0812 01 0007,,461444,,New,Proposed,,https://www.datacenterdynamics.com/en/news/starwood-re-proposes-data-center-in-alexandria-virginia/,https://www.fairfaxcounty.gov/gisapps/ParcelInfoReportJade/ParcelInfoReport.aspx?ParcelID=0812010007,2025-09-12,38.802271150018676,-77.14252198967922,51059,Fairfax,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
173,PEC-LDN-0101,ASH3 DC2,QTS,22271 SHELLHORN RD,089104437000,10.92,"302,180",,Complete,Existing,Computer Center,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089104437000&jur=107&taxyr=2024&LMparent=20,2024-04-10,38.99865778000002,-77.47419200999997,51107,Loudoun,True,True,Piedmont Environmental Council (PEC),https://services3.arcgis.com/mTaShYKffyWc5uRb/arcgis/rest/services/Data_Centers_Virginia/FeatureServer/19,2026-02-22T00:00:00+00:00
